season,week,game_type,gameday,home_team,away_team,home_score,away_score,home_rest,away_rest,div_game
1999,1,REG,1999-09-12,ATL,MIN,14,17,7,7,0
1999,1,REG,1999-09-12,CHI,KC,20,17,7,7,0
1999,1,REG,1999-09-12,CLE,PIT,0,43,7,7,1
1999,1,REG,1999-09-12,GB,LV,28,24,7,7,0
1999,1,REG,1999-09-12,IND,BUF,31,14,7,7,1
1999,1,REG,1999-09-12,JAX,SF,41,3,7,7,0
1999,1,REG,1999-09-12,NO,CAR,19,10,7,7,1
1999,1,REG,1999-09-12,NYJ,NE,28,30,7,7,1
1999,1,REG,1999-09-12,PHI,ARI,24,25,7,7,1
1999,1,REG,1999-09-12,SEA,DET,20,28,7,7,0
1999,1,REG,1999-09-12,LA,BAL,27,10,7,7,0
1999,1,REG,1999-09-12,TB,NYG,13,17,7,7,0
1999,1,REG,1999-09-12,TEN,CIN,36,35,7,7,1
1999,1,REG,1999-09-12,WAS,DAL,35,41,7,7,1
1999,1,REG,1999-09-13,DEN,MIA,21,38,7,7,0
1999,2,REG,1999-09-19,BAL,PIT,20,23,7,7,1
1999,2,REG,1999-09-19,BUF,NYJ,17,3,7,7,1
1999,2,REG,1999-09-19,CAR,JAX,20,22,7,7,0
1999,2,REG,1999-09-19,CHI,SEA,13,14,7,7,0
1999,2,REG,1999-09-19,CIN,LAC,7,34,7,14,0
1999,2,REG,1999-09-19,DET,GB,23,15,7,7,1
1999,2,REG,1999-09-19,KC,DEN,26,10,7,6,1
1999,2,REG,1999-09-19,MIA,ARI,19,16,6,7,0
1999,2,REG,1999-09-19,MIN,LV,17,22,7,7,0
1999,2,REG,1999-09-19,NE,IND,31,28,7,7,1
1999,2,REG,1999-09-19,NYG,WAS,21,50,7,7,1
1999,2,REG,1999-09-19,PHI,TB,5,19,7,7,0
1999,2,REG,1999-09-19,SF,NO,28,21,7,7,1
1999,2,REG,1999-09-19,TEN,CLE,26,9,7,7,1
1999,2,REG,1999-09-20,DAL,ATL,24,7,8,8,0
1999,3,REG,1999-09-26,BAL,CLE,17,10,7,7,1
1999,3,REG,1999-09-26,BUF,PHI,26,0,7,7,0
1999,3,REG,1999-09-26,CAR,CIN,27,3,7,7,0
1999,3,REG,1999-09-26,GB,MIN,23,20,7,7,1
1999,3,REG,1999-09-26,JAX,TEN,19,20,7,7,1
1999,3,REG,1999-09-26,KC,DET,31,21,7,7,0
1999,3,REG,1999-09-26,NE,NYG,16,14,7,7,0
1999,3,REG,1999-09-26,NYJ,WAS,20,27,7,7,0
1999,3,REG,1999-09-26,LV,CHI,24,17,7,7,0
1999,3,REG,1999-09-26,PIT,SEA,10,29,7,7,0
1999,3,REG,1999-09-26,LAC,IND,19,27,7,7,0
1999,3,REG,1999-09-26,LA,ATL,35,7,14,6,1
1999,3,REG,1999-09-26,TB,DEN,13,10,7,7,0
1999,3,REG,1999-09-27,ARI,SF,10,24,8,8,0
1999,4,REG,1999-10-03,ATL,BAL,13,19,7,7,0
1999,4,REG,1999-10-03,CHI,NO,14,10,7,14,0
1999,4,REG,1999-10-03,CIN,LA,10,38,7,7,0
1999,4,REG,1999-10-03,CLE,NE,7,19,7,7,0
1999,4,REG,1999-10-03,DAL,ARI,35,7,13,6,1
1999,4,REG,1999-10-03,DEN,NYJ,13,21,7,7,0
1999,4,REG,1999-10-03,MIN,TB,21,14,7,7,1
1999,4,REG,1999-10-03,NYG,PHI,16,15,7,7,1
1999,4,REG,1999-10-03,PIT,JAX,3,17,7,7,1
1999,4,REG,1999-10-03,LAC,KC,21,14,7,7,1
1999,4,REG,1999-10-03,SEA,LV,22,21,7,7,1
1999,4,REG,1999-10-03,SF,TEN,24,22,6,7,0
1999,4,REG,1999-10-03,WAS,CAR,38,36,7,7,0
1999,4,REG,1999-10-04,MIA,BUF,18,23,15,8,1
1999,5,REG,1999-10-10,ARI,NYG,14,3,7,7,1
1999,5,REG,1999-10-10,BUF,PIT,24,21,6,7,0
1999,5,REG,1999-10-10,CLE,CIN,17,18,7,7,1
1999,5,REG,1999-10-10,DET,LAC,10,20,14,7,0
1999,5,REG,1999-10-10,GB,TB,26,23,14,7,1
1999,5,REG,1999-10-10,IND,MIA,31,34,14,6,1
1999,5,REG,1999-10-10,KC,NE,16,14,7,7,0
1999,5,REG,1999-10-10,MIN,CHI,22,24,7,7,1
1999,5,REG,1999-10-10,NO,ATL,17,20,7,7,1
1999,5,REG,1999-10-10,LV,DEN,13,16,7,7,1
1999,5,REG,1999-10-10,PHI,DAL,13,10,7,7,1
1999,5,REG,1999-10-10,LA,SF,42,20,7,7,1
1999,5,REG,1999-10-10,TEN,BAL,14,11,7,7,1
1999,5,REG,1999-10-11,NYJ,JAX,6,16,8,8,0
1999,6,REG,1999-10-17,ARI,WAS,10,24,7,14,1
1999,6,REG,1999-10-17,ATL,LA,13,41,7,7,1
1999,6,REG,1999-10-17,BUF,LV,14,20,7,7,0
1999,6,REG,1999-10-17,CHI,PHI,16,20,7,7,0
1999,6,REG,1999-10-17,CIN,PIT,3,17,7,7,1
1999,6,REG,1999-10-17,DEN,GB,31,10,7,7,0
1999,6,REG,1999-10-17,DET,MIN,25,23,7,7,1
1999,6,REG,1999-10-17,JAX,CLE,24,7,6,7,1
1999,6,REG,1999-10-17,NE,MIA,30,31,7,7,1
1999,6,REG,1999-10-17,NO,TEN,21,24,7,7,0
1999,6,REG,1999-10-17,NYJ,IND,13,16,6,7,1
1999,6,REG,1999-10-17,LAC,SEA,13,10,7,14,1
1999,6,REG,1999-10-17,SF,CAR,29,31,7,14,1
1999,6,REG,1999-10-18,NYG,DAL,13,10,8,8,1
1999,7,REG,1999-10-21,BAL,KC,8,35,11,11,0
1999,7,REG,1999-10-24,CAR,DET,9,24,7,7,0
1999,7,REG,1999-10-24,DAL,WAS,38,20,6,7,1
1999,7,REG,1999-10-24,IND,CIN,31,10,7,7,0
1999,7,REG,1999-10-24,MIA,PHI,16,13,7,7,0
1999,7,REG,1999-10-24,MIN,SF,40,16,7,7,0
1999,7,REG,1999-10-24,NE,DEN,24,23,7,7,0
1999,7,REG,1999-10-24,NYG,NO,31,3,6,7,0
1999,7,REG,1999-10-24,LV,NYJ,24,23,7,7,0
1999,7,REG,1999-10-24,LAC,GB,3,31,7,7,0
1999,7,REG,1999-10-24,SEA,BUF,26,16,7,7,0
1999,7,REG,1999-10-24,LA,CLE,34,3,7,7,0
1999,7,REG,1999-10-24,TB,CHI,6,3,14,7,1
1999,7,REG,1999-10-25,PIT,ATL,13,9,8,8,0
1999,8,REG,1999-10-31,ARI,NE,3,27,14,7,0
1999,8,REG,1999-10-31,ATL,CAR,27,20,6,7,1
1999,8,REG,1999-10-31,BAL,BUF,10,13,10,7,0
1999,8,REG,1999-10-31,CIN,JAX,10,41,7,14,1
1999,8,REG,1999-10-31,DEN,MIN,20,23,7,7,0
1999,8,REG,1999-10-31,DET,TB,20,3,7,7,1
1999,8,REG,1999-10-31,IND,DAL,34,24,7,7,0
1999,8,REG,1999-10-31,KC,LAC,34,0,10,7,1
1999,8,REG,1999-10-31,NO,CLE,16,21,7,7,0
1999,8,REG,1999-10-31,LV,MIA,9,16,7,7,0
1999,8,REG,1999-10-31,PHI,NYG,17,23,7,7,1
1999,8,REG,1999-10-31,TEN,LA,24,21,14,7,0
1999,8,REG,1999-10-31,WAS,CHI,48,22,7,7,0
1999,8,REG,1999-11-01,GB,SEA,7,27,8,8,0
1999,9,REG,1999-11-07,ATL,JAX,7,30,7,7,0
1999,9,REG,1999-11-07,CAR,PHI,33,7,7,7,0
1999,9,REG,1999-11-07,CLE,BAL,9,41,7,7,1
1999,9,REG,1999-11-07,DET,LA,31,27,7,7,0
1999,9,REG,1999-11-07,GB,CHI,13,14,6,7,1
1999,9,REG,1999-11-07,IND,KC,25,17,7,7,0
1999,9,REG,1999-11-07,MIA,TEN,17,0,7,7,0
1999,9,REG,1999-11-07,NO,TB,16,31,7,7,0
1999,9,REG,1999-11-07,NYJ,ARI,12,7,14,7,0
1999,9,REG,1999-11-07,LAC,DEN,17,33,7,7,1
1999,9,REG,1999-11-07,SEA,CIN,37,20,6,7,0
1999,9,REG,1999-11-07,SF,PIT,6,27,14,13,0
1999,9,REG,1999-11-07,WAS,BUF,17,34,7,7,0
1999,9,REG,1999-11-08,MIN,DAL,27,17,8,8,0
1999,10,REG,1999-11-14,ARI,DET,23,19,7,7,0
1999,10,REG,1999-11-14,BUF,MIA,23,3,7,7,1
1999,10,REG,1999-11-14,CHI,MIN,24,27,7,6,1
1999,10,REG,1999-11-14,CIN,TEN,14,24,7,7,1
1999,10,REG,1999-11-14,DAL,GB,27,13,6,7,0
1999,10,REG,1999-11-14,JAX,BAL,6,3,7,7,1
1999,10,REG,1999-11-14,NO,SF,24,6,7,7,1
1999,10,REG,1999-11-14,NYG,IND,19,27,14,7,0
1999,10,REG,1999-11-14,LV,LAC,28,9,14,7,1
1999,10,REG,1999-11-14,PHI,WAS,35,28,7,7,1
1999,10,REG,1999-11-14,PIT,CLE,15,16,7,7,1
1999,10,REG,1999-11-14,SEA,DEN,20,17,7,7,1
1999,10,REG,1999-11-14,LA,CAR,35,10,7,7,1
1999,10,REG,1999-11-14,TB,KC,17,10,7,7,0
1999,10,REG,1999-11-15,NE,NYJ,17,24,15,8,1
1999,11,REG,1999-11-21,ARI,DAL,13,9,7,7,1
1999,11,REG,1999-11-21,CIN,BAL,31,34,7,7,1
1999,11,REG,1999-11-21,CLE,CAR,17,31,7,7,0
1999,11,REG,1999-11-21,GB,DET,26,17,7,7,1
1999,11,REG,1999-11-21,JAX,NO,41,23,7,7,0
1999,11,REG,1999-11-21,KC,SEA,19,31,7,7,1
1999,11,REG,1999-11-21,MIA,NE,27,17,7,6,1
1999,11,REG,1999-11-21,NYJ,BUF,17,7,6,7,1
1999,11,REG,1999-11-21,PHI,IND,17,44,7,7,0
1999,11,REG,1999-11-21,LAC,CHI,20,23,7,7,0
1999,11,REG,1999-11-21,SF,LA,7,23,7,7,1
1999,11,REG,1999-11-21,TB,ATL,19,10,7,14,0
1999,11,REG,1999-11-21,TEN,PIT,16,10,7,7,1
1999,11,REG,1999-11-21,WAS,NYG,23,13,7,7,1
1999,11,REG,1999-11-22,DEN,LV,27,21,8,8,1
1999,12,REG,1999-11-25,DAL,MIA,20,0,4,4,0
1999,12,REG,1999-11-25,DET,CHI,21,17,4,4,1
1999,12,REG,1999-11-28,BAL,JAX,23,30,7,7,1
1999,12,REG,1999-11-28,BUF,NE,17,7,7,7,1
1999,12,REG,1999-11-28,CAR,ATL,34,28,7,7,1
1999,12,REG,1999-11-28,CLE,TEN,21,33,7,7,1
1999,12,REG,1999-11-28,IND,NYJ,13,6,7,7,1
1999,12,REG,1999-11-28,MIN,LAC,35,27,14,7,0
1999,12,REG,1999-11-28,NYG,ARI,24,34,7,7,1
1999,12,REG,1999-11-28,LV,KC,34,37,6,7,1
1999,12,REG,1999-11-28,PIT,CIN,20,27,7,7,1
1999,12,REG,1999-11-28,SEA,TB,3,16,7,7,0
1999,12,REG,1999-11-28,LA,NO,43,12,7,7,1
1999,12,REG,1999-11-28,WAS,PHI,20,17,7,7,1
1999,12,REG,1999-11-29,SF,GB,3,20,8,8,0
1999,13,REG,1999-12-02,JAX,PIT,20,6,4,4,1
1999,13,REG,1999-12-05,ARI,PHI,21,17,7,7,1
1999,13,REG,1999-12-05,ATL,NO,35,12,7,7,1
1999,13,REG,1999-12-05,BAL,TEN,41,14,7,7,1
1999,13,REG,1999-12-05,CAR,LA,21,34,7,7,1
1999,13,REG,1999-12-05,CHI,GB,19,35,10,6,1
1999,13,REG,1999-12-05,CIN,SF,44,30,7,6,0
1999,13,REG,1999-12-05,DEN,KC,10,16,13,7,1
1999,13,REG,1999-12-05,DET,WAS,33,17,10,7,0
1999,13,REG,1999-12-05,MIA,IND,34,37,10,7,1
1999,13,REG,1999-12-05,NE,DAL,13,6,7,10,0
1999,13,REG,1999-12-05,NYG,NYJ,41,28,7,7,0
1999,13,REG,1999-12-05,LV,SEA,30,21,7,7,1
1999,13,REG,1999-12-05,LAC,CLE,23,10,7,7,0
1999,13,REG,1999-12-06,TB,MIN,24,17,8,8,1
1999,14,REG,1999-12-09,TEN,LV,21,14,4,4,0
1999,14,REG,1999-12-12,BUF,NYG,17,19,14,7,0
1999,14,REG,1999-12-12,CIN,CLE,44,28,7,7,1
1999,14,REG,1999-12-12,DAL,PHI,20,10,7,7,1
1999,14,REG,1999-12-12,GB,CAR,31,33,7,7,0
1999,14,REG,1999-12-12,IND,NE,20,15,7,7,1
1999,14,REG,1999-12-12,KC,MIN,31,28,7,6,0
1999,14,REG,1999-12-12,NO,LA,14,30,7,7,1
1999,14,REG,1999-12-12,NYJ,MIA,28,20,7,7,1
1999,14,REG,1999-12-12,PIT,BAL,24,31,10,7,1
1999,14,REG,1999-12-12,SEA,LAC,16,19,7,7,1
1999,14,REG,1999-12-12,SF,ATL,26,7,7,7,1
1999,14,REG,1999-12-12,TB,DET,23,16,6,7,1
1999,14,REG,1999-12-12,WAS,ARI,28,3,7,7,1
1999,14,REG,1999-12-13,JAX,DEN,27,24,11,8,0
1999,15,REG,1999-12-18,CAR,SF,41,24,6,6,1
1999,15,REG,1999-12-18,KC,PIT,35,19,6,6,0
1999,15,REG,1999-12-19,ARI,BUF,21,31,7,7,0
1999,15,REG,1999-12-19,BAL,NO,31,8,7,7,0
1999,15,REG,1999-12-19,CHI,DET,28,10,14,7,1
1999,15,REG,1999-12-19,CLE,JAX,14,24,7,6,1
1999,15,REG,1999-12-19,DAL,NYJ,21,22,7,7,0
1999,15,REG,1999-12-19,DEN,SEA,36,30,6,7,1
1999,15,REG,1999-12-19,IND,WAS,24,21,7,7,0
1999,15,REG,1999-12-19,MIA,LAC,12,9,7,7,0
1999,15,REG,1999-12-19,LV,TB,45,0,10,7,0
1999,15,REG,1999-12-19,PHI,NE,24,9,7,7,0
1999,15,REG,1999-12-19,LA,NYG,31,10,7,7,0
1999,15,REG,1999-12-19,TEN,ATL,30,17,10,7,0
1999,15,REG,1999-12-20,MIN,GB,24,20,8,8,1
1999,16,REG,1999-12-24,NO,DAL,31,24,5,5,0
1999,16,REG,1999-12-25,DET,DEN,7,17,6,6,0
1999,16,REG,1999-12-26,ATL,ARI,37,14,7,7,0
1999,16,REG,1999-12-26,BAL,CIN,22,0,7,14,1
1999,16,REG,1999-12-26,CLE,IND,28,29,7,7,0
1999,16,REG,1999-12-26,NE,BUF,10,13,7,7,1
1999,16,REG,1999-12-26,NYG,MIN,17,34,7,6,0
1999,16,REG,1999-12-26,PIT,CAR,30,20,8,8,0
1999,16,REG,1999-12-26,LAC,LV,23,20,7,7,1
1999,16,REG,1999-12-26,SEA,KC,23,14,7,8,1
1999,16,REG,1999-12-26,SF,WAS,20,26,8,7,0
1999,16,REG,1999-12-26,LA,CHI,34,12,7,7,0
1999,16,REG,1999-12-26,TB,GB,29,10,7,6,1
1999,16,REG,1999-12-26,TEN,JAX,41,14,7,7,1
1999,16,REG,1999-12-27,MIA,NYJ,31,38,8,8,1
1999,17,REG,2000-01-02,BUF,IND,31,6,7,7,1
1999,17,REG,2000-01-02,CAR,NO,45,13,7,9,1
1999,17,REG,2000-01-02,CHI,TB,6,20,7,7,1
1999,17,REG,2000-01-02,DAL,NYG,26,18,9,7,1
1999,17,REG,2000-01-02,DEN,LAC,6,12,8,7,1
1999,17,REG,2000-01-02,GB,ARI,49,24,7,7,0
1999,17,REG,2000-01-02,JAX,CIN,24,7,7,7,1
1999,17,REG,2000-01-02,KC,LV,38,41,7,7,1
1999,17,REG,2000-01-02,MIN,DET,24,17,7,8,1
1999,17,REG,2000-01-02,NE,BAL,20,3,7,7,0
1999,17,REG,2000-01-02,NYJ,SEA,19,9,6,7,0
1999,17,REG,2000-01-02,PHI,LA,38,31,14,7,0
1999,17,REG,2000-01-02,PIT,TEN,36,47,7,7,1
1999,17,REG,2000-01-02,WAS,MIA,21,10,7,6,0
1999,17,REG,2000-01-03,ATL,SF,34,29,8,8,1
1999,18,WC,2000-01-08,TEN,BUF,22,16,6,6,0
1999,18,WC,2000-01-08,WAS,DET,27,13,6,6,0
1999,18,WC,2000-01-09,MIN,DAL,27,10,7,7,0
1999,18,WC,2000-01-09,SEA,MIA,17,20,7,7,0
1999,19,DIV,2000-01-15,JAX,MIA,62,7,13,6,0
1999,19,DIV,2000-01-15,TB,WAS,14,13,13,7,0
1999,19,DIV,2000-01-16,IND,TEN,16,19,14,8,0
1999,19,DIV,2000-01-16,LA,MIN,49,37,14,7,0
1999,20,CON,2000-01-23,JAX,TEN,14,33,8,7,1
1999,20,CON,2000-01-23,LA,TB,11,6,7,8,0
1999,21,SB,2000-01-30,TEN,LA,16,23,7,7,0
2000,1,REG,2000-09-03,ATL,SF,36,28,7,7,1
2000,1,REG,2000-09-03,CLE,JAX,7,27,7,7,1
2000,1,REG,2000-09-03,KC,IND,14,27,7,7,0
2000,1,REG,2000-09-03,MIN,CHI,30,27,7,7,1
2000,1,REG,2000-09-03,NE,TB,16,21,7,7,0
2000,1,REG,2000-09-03,NO,DET,10,14,7,7,0
2000,1,REG,2000-09-03,NYG,ARI,21,16,7,7,1
2000,1,REG,2000-09-03,PIT,BAL,0,16,7,7,1
2000,1,REG,2000-09-03,WAS,CAR,20,17,7,7,0
2000,1,REG,2000-09-03,DAL,PHI,14,41,7,7,1
2000,1,REG,2000-09-03,GB,NYJ,16,20,7,7,0
2000,1,REG,2000-09-03,MIA,SEA,23,0,7,7,0
2000,1,REG,2000-09-03,LV,LAC,9,6,7,7,1
2000,1,REG,2000-09-03,BUF,TEN,16,13,7,7,0
2000,1,REG,2000-09-04,LA,DEN,41,36,7,7,0
2000,2,REG,2000-09-10,IND,LV,31,38,7,7,0
2000,2,REG,2000-09-10,BAL,JAX,39,36,7,7,1
2000,2,REG,2000-09-10,BUF,GB,27,18,7,7,0
2000,2,REG,2000-09-10,CIN,CLE,7,24,14,7,1
2000,2,REG,2000-09-10,MIN,MIA,13,7,7,7,0
2000,2,REG,2000-09-10,PHI,NYG,18,33,7,7,1
2000,2,REG,2000-09-10,TB,CHI,41,0,7,7,1
2000,2,REG,2000-09-10,TEN,KC,17,14,7,7,0
2000,2,REG,2000-09-10,DEN,ATL,42,14,6,7,0
2000,2,REG,2000-09-10,DET,WAS,15,10,7,7,0
2000,2,REG,2000-09-10,LAC,NO,27,28,7,7,0
2000,2,REG,2000-09-10,SEA,LA,34,37,7,6,0
2000,2,REG,2000-09-10,SF,CAR,22,38,7,7,1
2000,2,REG,2000-09-10,ARI,DAL,32,31,7,7,1
2000,2,REG,2000-09-11,NYJ,NE,20,19,8,8,1
2000,3,REG,2000-09-17,CAR,ATL,10,15,7,7,1
2000,3,REG,2000-09-17,CLE,PIT,23,20,7,14,1
2000,3,REG,2000-09-17,DET,TB,10,31,7,7,1
2000,3,REG,2000-09-17,GB,PHI,6,3,7,7,0
2000,3,REG,2000-09-17,JAX,CIN,13,0,7,7,1
2000,3,REG,2000-09-17,KC,LAC,42,10,7,7,1
2000,3,REG,2000-09-17,NYJ,BUF,27,14,6,7,1
2000,3,REG,2000-09-17,LA,SF,41,24,7,7,1
2000,3,REG,2000-09-17,LV,DEN,24,33,7,7,1
2000,3,REG,2000-09-17,CHI,NYG,7,14,7,7,0
2000,3,REG,2000-09-17,NE,MIN,13,21,6,7,0
2000,3,REG,2000-09-17,SEA,NO,20,10,7,7,0
2000,3,REG,2000-09-17,MIA,BAL,19,6,7,7,0
2000,3,REG,2000-09-18,WAS,DAL,21,27,8,8,1
2000,4,REG,2000-09-24,ATL,LA,20,41,7,7,1
2000,4,REG,2000-09-24,BAL,CIN,37,0,7,7,1
2000,4,REG,2000-09-24,CHI,DET,14,21,7,7,1
2000,4,REG,2000-09-24,DAL,SF,24,41,6,7,0
2000,4,REG,2000-09-24,MIA,NE,10,3,7,7,1
2000,4,REG,2000-09-24,NO,PHI,7,21,7,7,0
2000,4,REG,2000-09-24,PIT,TEN,20,23,7,14,1
2000,4,REG,2000-09-24,ARI,GB,3,29,14,7,0
2000,4,REG,2000-09-24,DEN,KC,22,23,7,7,1
2000,4,REG,2000-09-24,LV,CLE,36,10,7,7,0
2000,4,REG,2000-09-24,LAC,SEA,12,20,7,7,1
2000,4,REG,2000-09-24,TB,NYJ,17,21,7,7,0
2000,4,REG,2000-09-24,NYG,WAS,6,16,7,6,1
2000,4,REG,2000-09-25,IND,JAX,43,14,15,8,0
2000,5,REG,2000-10-01,BUF,IND,16,18,14,6,1
2000,5,REG,2000-10-01,CAR,DAL,13,16,14,7,0
2000,5,REG,2000-10-01,CLE,BAL,0,12,7,7,1
2000,5,REG,2000-10-01,DET,MIN,24,31,7,14,1
2000,5,REG,2000-10-01,JAX,PIT,13,24,6,7,1
2000,5,REG,2000-10-01,LA,LAC,57,31,7,7,0
2000,5,REG,2000-10-01,TEN,NYG,28,14,7,7,0
2000,5,REG,2000-10-01,CIN,MIA,16,31,7,7,0
2000,5,REG,2000-10-01,DEN,NE,19,28,7,7,0
2000,5,REG,2000-10-01,GB,CHI,24,27,7,7,1
2000,5,REG,2000-10-01,SF,ARI,27,20,7,7,0
2000,5,REG,2000-10-01,WAS,TB,20,17,7,7,0
2000,5,REG,2000-10-01,PHI,ATL,38,10,7,7,0
2000,5,REG,2000-10-02,KC,SEA,24,17,8,8,1
2000,6,REG,2000-10-08,CHI,NO,10,31,7,14,0
2000,6,REG,2000-10-08,CIN,TEN,14,23,7,7,1
2000,6,REG,2000-10-08,DET,GB,31,24,7,7,1
2000,6,REG,2000-10-08,MIA,BUF,22,13,7,7,1
2000,6,REG,2000-10-08,NE,IND,24,16,7,7,1
2000,6,REG,2000-10-08,NYJ,PIT,3,20,14,7,0
2000,6,REG,2000-10-08,PHI,WAS,14,17,7,7,1
2000,6,REG,2000-10-08,ARI,CLE,29,21,7,7,0
2000,6,REG,2000-10-08,ATL,NYG,6,13,7,7,0
2000,6,REG,2000-10-08,CAR,SEA,26,3,7,6,0
2000,6,REG,2000-10-08,LAC,DEN,7,21,7,7,1
2000,6,REG,2000-10-08,SF,LV,28,34,7,14,0
2000,6,REG,2000-10-08,JAX,BAL,10,15,7,7,1
2000,6,REG,2000-10-09,MIN,TB,30,23,8,8,1
2000,7,REG,2000-10-15,BUF,LAC,27,24,7,7,0
2000,7,REG,2000-10-15,KC,LV,17,20,13,7,1
2000,7,REG,2000-10-15,NO,CAR,24,6,7,7,1
2000,7,REG,2000-10-15,NYG,DAL,19,14,7,14,1
2000,7,REG,2000-10-15,PIT,CIN,15,0,7,7,1
2000,7,REG,2000-10-15,LA,ATL,45,29,14,7,1
2000,7,REG,2000-10-15,WAS,BAL,10,3,7,7,0
2000,7,REG,2000-10-15,ARI,PHI,14,33,7,7,1
2000,7,REG,2000-10-15,DEN,CLE,44,10,7,7,0
2000,7,REG,2000-10-15,NE,NYJ,17,34,7,7,1
2000,7,REG,2000-10-15,SEA,IND,24,37,7,7,0
2000,7,REG,2000-10-15,GB,SF,31,28,7,7,0
2000,7,REG,2000-10-15,CHI,MIN,16,28,7,6,1
2000,7,REG,2000-10-16,TEN,JAX,27,13,8,8,1
2000,8,REG,2000-10-19,TB,DET,14,28,10,11,1
2000,8,REG,2000-10-22,IND,NE,30,23,7,7,1
2000,8,REG,2000-10-22,ATL,NO,19,21,7,7,1
2000,8,REG,2000-10-22,BAL,TEN,6,14,7,6,1
2000,8,REG,2000-10-22,CAR,SF,34,16,7,7,1
2000,8,REG,2000-10-22,CIN,DEN,31,21,7,7,0
2000,8,REG,2000-10-22,DAL,ARI,48,7,7,7,1
2000,8,REG,2000-10-22,KC,LA,54,34,7,7,0
2000,8,REG,2000-10-22,MIN,BUF,31,27,7,7,0
2000,8,REG,2000-10-22,PHI,CHI,13,9,7,7,0
2000,8,REG,2000-10-22,LV,SEA,31,3,7,7,1
2000,8,REG,2000-10-22,PIT,CLE,22,0,7,7,1
2000,8,REG,2000-10-22,JAX,WAS,16,35,6,7,0
2000,8,REG,2000-10-23,NYJ,MIA,40,37,8,15,1
2000,9,REG,2000-10-29,ATL,CAR,13,12,7,7,1
2000,9,REG,2000-10-29,BAL,PIT,6,9,7,7,1
2000,9,REG,2000-10-29,BUF,NYJ,23,20,7,6,1
2000,9,REG,2000-10-29,CLE,CIN,3,12,7,7,1
2000,9,REG,2000-10-29,IND,DET,30,18,7,10,0
2000,9,REG,2000-10-29,MIA,GB,28,20,6,14,0
2000,9,REG,2000-10-29,TB,MIN,41,13,10,7,1
2000,9,REG,2000-10-29,ARI,NO,10,21,7,7,0
2000,9,REG,2000-10-29,NYG,PHI,24,7,14,7,1
2000,9,REG,2000-10-29,SF,LA,24,34,7,7,1
2000,9,REG,2000-10-29,DAL,JAX,17,23,7,7,0
2000,9,REG,2000-10-29,SEA,KC,19,24,7,7,1
2000,9,REG,2000-10-29,LAC,LV,13,15,14,7,1
2000,9,REG,2000-10-30,WAS,TEN,21,27,8,8,0
2000,10,REG,2000-11-05,ATL,TB,14,27,7,7,0
2000,10,REG,2000-11-05,CHI,IND,27,24,14,7,0
2000,10,REG,2000-11-05,CIN,BAL,7,27,7,7,1
2000,10,REG,2000-11-05,CLE,NYG,3,24,7,7,0
2000,10,REG,2000-11-05,DET,MIA,8,23,7,7,0
2000,10,REG,2000-11-05,NE,BUF,13,16,14,7,1
2000,10,REG,2000-11-05,NO,SF,31,15,7,7,1
2000,10,REG,2000-11-05,PHI,DAL,16,13,7,7,1
2000,10,REG,2000-11-05,TEN,PIT,9,7,6,7,1
2000,10,REG,2000-11-05,ARI,WAS,16,15,7,6,1
2000,10,REG,2000-11-05,NYJ,DEN,23,30,7,14,0
2000,10,REG,2000-11-05,LV,KC,49,31,7,7,1
2000,10,REG,2000-11-05,SEA,LAC,17,15,7,7,1
2000,10,REG,2000-11-05,LA,CAR,24,27,7,7,1
2000,10,REG,2000-11-06,GB,MIN,26,20,8,8,1
2000,11,REG,2000-11-12,BUF,CHI,20,3,7,7,0
2000,11,REG,2000-11-12,CAR,NO,10,20,7,7,1
2000,11,REG,2000-11-12,DAL,CIN,23,6,7,7,0
2000,11,REG,2000-11-12,DET,ATL,13,10,7,7,0
2000,11,REG,2000-11-12,JAX,SEA,21,28,14,7,0
2000,11,REG,2000-11-12,MIN,ARI,31,14,6,7,0
2000,11,REG,2000-11-12,PIT,PHI,23,26,7,7,0
2000,11,REG,2000-11-12,TEN,BAL,23,24,7,7,1
2000,11,REG,2000-11-12,CLE,NE,19,11,7,7,0
2000,11,REG,2000-11-12,LAC,MIA,7,17,7,7,0
2000,11,REG,2000-11-12,SF,KC,21,7,7,7,0
2000,11,REG,2000-11-12,NYG,LA,24,38,7,7,0
2000,11,REG,2000-11-12,TB,GB,20,15,7,6,1
2000,11,REG,2000-11-12,IND,NYJ,23,15,7,7,1
2000,11,REG,2000-11-13,DEN,LV,27,24,8,8,1
2000,12,REG,2000-11-19,CHI,TB,13,10,7,7,1
2000,12,REG,2000-11-19,GB,IND,26,24,7,7,0
2000,12,REG,2000-11-19,KC,BUF,17,21,7,7,0
2000,12,REG,2000-11-19,MIN,CAR,31,17,7,7,0
2000,12,REG,2000-11-19,NE,CIN,16,13,7,7,0
2000,12,REG,2000-11-19,NO,LV,22,31,7,6,0
2000,12,REG,2000-11-19,NYG,DET,21,31,7,7,0
2000,12,REG,2000-11-19,PHI,ARI,34,9,7,7,1
2000,12,REG,2000-11-19,TEN,CLE,24,10,7,7,1
2000,12,REG,2000-11-19,DEN,LAC,38,37,6,7,1
2000,12,REG,2000-11-19,MIA,NYJ,3,20,7,7,1
2000,12,REG,2000-11-19,BAL,DAL,27,0,7,7,0
2000,12,REG,2000-11-19,SF,ATL,16,6,7,7,1
