season,week,game_type,gameday,home_team,away_team,home_score,away_score,home_rest,away_rest,div_game
2005,6,REG,2005-10-17,IND,LA,45,28,8,8,0
2005,7,REG,2005-10-21,MIA,KC,20,30,5,5,0
2005,7,REG,2005-10-23,CIN,PIT,13,27,7,7,1
2005,7,REG,2005-10-23,CLE,DET,10,13,7,7,0
2005,7,REG,2005-10-23,HOU,IND,20,38,7,6,1
2005,7,REG,2005-10-23,MIN,GB,23,20,7,14,1
2005,7,REG,2005-10-23,PHI,LAC,20,17,14,7,0
2005,7,REG,2005-10-23,LA,NO,28,17,6,7,0
2005,7,REG,2005-10-23,WAS,SF,52,17,7,14,0
2005,7,REG,2005-10-23,SEA,DAL,13,10,7,7,0
2005,7,REG,2005-10-23,ARI,TEN,20,10,14,7,0
2005,7,REG,2005-10-23,CHI,BAL,10,6,7,7,0
2005,7,REG,2005-10-23,NYG,DEN,24,23,7,7,0
2005,7,REG,2005-10-23,LV,BUF,38,17,7,7,0
2005,7,REG,2005-10-24,ATL,NYJ,27,14,8,8,0
2005,8,REG,2005-10-30,CAR,MIN,38,13,14,7,0
2005,8,REG,2005-10-30,CIN,GB,21,14,7,7,0
2005,8,REG,2005-10-30,DAL,ARI,34,13,7,7,0
2005,8,REG,2005-10-30,DET,CHI,13,19,7,7,1
2005,8,REG,2005-10-30,HOU,CLE,19,16,7,7,0
2005,8,REG,2005-10-30,NYG,WAS,36,0,7,7,1
2005,8,REG,2005-10-30,LA,JAX,24,21,7,14,0
2005,8,REG,2005-10-30,TEN,LV,25,34,7,7,0
2005,8,REG,2005-10-30,NO,MIA,6,21,7,9,0
2005,8,REG,2005-10-30,LAC,KC,28,20,7,9,1
2005,8,REG,2005-10-30,DEN,PHI,49,21,7,7,0
2005,8,REG,2005-10-30,SF,TB,15,10,7,14,0
2005,8,REG,2005-10-30,NE,BUF,21,16,14,7,1
2005,8,REG,2005-10-31,PIT,BAL,20,19,8,8,1
2005,9,REG,2005-11-06,BAL,CIN,9,21,6,7,1
2005,9,REG,2005-11-06,CLE,TEN,20,14,7,7,0
2005,9,REG,2005-11-06,JAX,HOU,21,14,7,7,1
2005,9,REG,2005-11-06,KC,LV,27,23,7,7,1
2005,9,REG,2005-11-06,MIA,ATL,10,17,7,13,0
2005,9,REG,2005-11-06,MIN,DET,27,14,7,7,1
2005,9,REG,2005-11-06,NYJ,LAC,26,31,13,7,0
2005,9,REG,2005-11-06,TB,CAR,14,34,7,7,1
2005,9,REG,2005-11-06,ARI,SEA,19,33,7,14,1
2005,9,REG,2005-11-06,NO,CHI,17,20,7,7,0
2005,9,REG,2005-11-06,SF,NYG,6,24,7,7,0
2005,9,REG,2005-11-06,GB,PIT,10,20,7,6,0
2005,9,REG,2005-11-06,WAS,PHI,17,10,7,7,1
2005,9,REG,2005-11-07,NE,IND,21,40,8,15,0
2005,10,REG,2005-11-13,BUF,KC,14,3,14,7,0
2005,10,REG,2005-11-13,CHI,SF,17,9,7,7,0
2005,10,REG,2005-11-13,DET,ARI,29,21,7,7,0
2005,10,REG,2005-11-13,IND,HOU,31,17,6,7,1
2005,10,REG,2005-11-13,JAX,BAL,30,3,7,7,0
2005,10,REG,2005-11-13,MIA,NE,16,23,7,6,1
2005,10,REG,2005-11-13,NYG,MIN,21,24,7,7,0
2005,10,REG,2005-11-13,CAR,NYJ,30,3,7,7,0
2005,10,REG,2005-11-13,LV,DEN,17,31,7,14,1
2005,10,REG,2005-11-13,ATL,GB,25,33,7,7,0
2005,10,REG,2005-11-13,SEA,LA,31,16,7,14,1
2005,10,REG,2005-11-13,TB,WAS,36,35,7,7,0
2005,10,REG,2005-11-13,PIT,CLE,34,21,7,7,1
2005,10,REG,2005-11-14,PHI,DAL,20,21,8,15,1
2005,11,REG,2005-11-20,ATL,TB,27,30,7,7,1
2005,11,REG,2005-11-20,BAL,PIT,16,13,7,7,1
2005,11,REG,2005-11-20,CHI,CAR,13,3,7,7,0
2005,11,REG,2005-11-20,CLE,MIA,22,0,7,7,0
2005,11,REG,2005-11-20,DAL,DET,20,7,6,7,0
2005,11,REG,2005-11-20,NE,NO,24,17,7,14,0
2005,11,REG,2005-11-20,NYG,PHI,27,17,7,6,1
2005,11,REG,2005-11-20,LA,ARI,28,38,7,7,1
2005,11,REG,2005-11-20,TEN,JAX,28,31,14,7,1
2005,11,REG,2005-11-20,WAS,LV,13,16,7,7,0
2005,11,REG,2005-11-20,SF,SEA,25,27,7,7,1
2005,11,REG,2005-11-20,CIN,IND,37,45,14,7,0
2005,11,REG,2005-11-20,DEN,NYJ,27,0,7,7,0
2005,11,REG,2005-11-20,LAC,BUF,48,10,14,7,0
2005,11,REG,2005-11-20,HOU,KC,17,45,7,7,0
2005,11,REG,2005-11-21,GB,MIN,17,20,8,8,1
2005,12,REG,2005-11-24,DET,ATL,7,27,4,4,0
2005,12,REG,2005-11-24,DAL,DEN,21,24,4,4,0
2005,12,REG,2005-11-27,BUF,CAR,9,13,7,7,0
2005,12,REG,2005-11-27,CIN,BAL,42,29,7,7,1
2005,12,REG,2005-11-27,HOU,LA,27,33,7,7,0
2005,12,REG,2005-11-27,KC,NE,26,16,7,7,0
2005,12,REG,2005-11-27,MIN,CLE,24,12,6,7,0
2005,12,REG,2005-11-27,TB,CHI,10,13,7,7,0
2005,12,REG,2005-11-27,TEN,SF,33,22,7,7,0
2005,12,REG,2005-11-27,WAS,LAC,17,23,7,7,0
2005,12,REG,2005-11-27,ARI,JAX,17,24,7,7,0
2005,12,REG,2005-11-27,LV,MIA,21,33,7,7,0
2005,12,REG,2005-11-27,PHI,GB,19,14,7,6,0
2005,12,REG,2005-11-27,SEA,NYG,24,21,7,7,0
2005,12,REG,2005-11-27,NYJ,NO,19,21,7,7,0
2005,12,REG,2005-11-28,IND,PIT,26,7,8,8,0
2005,13,REG,2005-12-04,BAL,HOU,16,15,7,7,0
2005,13,REG,2005-12-04,CAR,ATL,24,6,7,10,1
2005,13,REG,2005-12-04,CHI,GB,19,7,7,7,1
2005,13,REG,2005-12-04,CLE,JAX,14,20,7,7,0
2005,13,REG,2005-12-04,DET,MIN,16,21,10,7,1
2005,13,REG,2005-12-04,IND,TEN,35,3,6,7,1
2005,13,REG,2005-12-04,MIA,BUF,24,23,7,7,1
2005,13,REG,2005-12-04,NO,TB,3,10,7,7,1
2005,13,REG,2005-12-04,NYG,DAL,17,10,7,10,1
2005,13,REG,2005-12-04,PIT,CIN,31,38,6,7,1
2005,13,REG,2005-12-04,SF,ARI,10,17,7,7,1
2005,13,REG,2005-12-04,LA,WAS,9,24,7,7,0
2005,13,REG,2005-12-04,KC,DEN,31,27,7,10,1
2005,13,REG,2005-12-04,NE,NYJ,16,3,7,7,1
2005,13,REG,2005-12-04,LAC,LV,34,10,7,7,1
2005,13,REG,2005-12-05,PHI,SEA,0,42,8,8,0
2005,14,REG,2005-12-11,BUF,NE,7,35,7,7,1
2005,14,REG,2005-12-11,CAR,TB,10,20,7,7,1
2005,14,REG,2005-12-11,CIN,CLE,23,20,7,7,1
2005,14,REG,2005-12-11,JAX,IND,18,26,7,7,1
2005,14,REG,2005-12-11,MIN,LA,27,13,7,7,0
2005,14,REG,2005-12-11,NYJ,LV,26,10,7,7,0
2005,14,REG,2005-12-11,PIT,CHI,21,9,7,7,0
2005,14,REG,2005-12-11,TEN,HOU,13,10,7,7,1
2005,14,REG,2005-12-11,ARI,WAS,13,17,7,7,0
2005,14,REG,2005-12-11,PHI,NYG,23,26,6,7,1
2005,14,REG,2005-12-11,SEA,SF,41,3,6,7,1
2005,14,REG,2005-12-11,DAL,KC,31,28,7,7,0
2005,14,REG,2005-12-11,DEN,BAL,12,10,7,7,0
2005,14,REG,2005-12-11,LAC,MIA,21,23,7,7,0
2005,14,REG,2005-12-11,GB,DET,16,13,7,7,1
2005,14,REG,2005-12-12,ATL,NO,36,17,8,8,1
2005,15,REG,2005-12-17,NE,TB,28,0,6,6,0
2005,15,REG,2005-12-17,NYG,KC,27,17,6,6,0
2005,15,REG,2005-12-17,BUF,DEN,17,28,6,6,0
2005,15,REG,2005-12-18,HOU,ARI,30,19,7,7,0
2005,15,REG,2005-12-18,IND,LAC,17,26,7,7,0
2005,15,REG,2005-12-18,JAX,SF,10,9,7,7,0
2005,15,REG,2005-12-18,MIA,NYJ,24,20,7,7,1
2005,15,REG,2005-12-18,MIN,PIT,3,18,7,7,0
2005,15,REG,2005-12-18,NO,CAR,10,27,6,7,1
2005,15,REG,2005-12-18,LA,PHI,16,17,7,7,0
2005,15,REG,2005-12-18,TEN,SEA,24,28,7,7,0
2005,15,REG,2005-12-18,DET,CIN,17,41,7,7,0
2005,15,REG,2005-12-18,LV,CLE,7,9,7,7,0
2005,15,REG,2005-12-18,WAS,DAL,35,7,7,7,1
2005,15,REG,2005-12-18,CHI,ATL,16,3,7,6,0
2005,15,REG,2005-12-19,BAL,GB,48,3,8,8,0
2005,16,REG,2005-12-24,CAR,DAL,20,24,6,6,0
2005,16,REG,2005-12-24,CIN,BUF,27,37,6,7,0
2005,16,REG,2005-12-24,CLE,PIT,0,41,6,6,1
2005,16,REG,2005-12-24,HOU,JAX,20,38,6,6,1
2005,16,REG,2005-12-24,KC,LAC,20,7,7,6,1
2005,16,REG,2005-12-24,MIA,TEN,24,10,6,6,0
2005,16,REG,2005-12-24,NO,DET,12,13,6,6,0
2005,16,REG,2005-12-24,LA,SF,20,24,6,6,1
2005,16,REG,2005-12-24,TB,ATL,27,24,7,6,1
2005,16,REG,2005-12-24,WAS,NYG,35,20,6,7,1
2005,16,REG,2005-12-24,ARI,PHI,27,21,6,6,0
2005,16,REG,2005-12-24,DEN,LV,22,3,7,6,1
2005,16,REG,2005-12-24,SEA,IND,28,13,6,6,0
2005,16,REG,2005-12-25,GB,CHI,17,24,6,7,1
2005,16,REG,2005-12-25,BAL,MIN,30,23,6,7,0
2005,16,REG,2005-12-26,NYJ,NE,21,31,8,9,1
2005,17,REG,2005-12-31,LAC,DEN,7,23,7,7,1
2005,17,REG,2005-12-31,LV,NYG,21,30,7,7,0
2005,17,REG,2006-01-01,ATL,CAR,11,44,8,8,1
2005,17,REG,2006-01-01,CLE,BAL,20,16,8,7,1
2005,17,REG,2006-01-01,GB,SEA,23,17,7,8,0
2005,17,REG,2006-01-01,IND,ARI,17,13,8,8,0
2005,17,REG,2006-01-01,KC,CIN,37,3,8,8,0
2005,17,REG,2006-01-01,NE,MIA,26,28,6,8,1
2005,17,REG,2006-01-01,NYJ,BUF,30,26,6,8,1
2005,17,REG,2006-01-01,PIT,DET,35,21,8,8,0
2005,17,REG,2006-01-01,TB,NO,27,13,8,8,1
2005,17,REG,2006-01-01,JAX,TEN,40,13,8,8,1
2005,17,REG,2006-01-01,SF,HOU,20,17,8,8,0
2005,17,REG,2006-01-01,MIN,CHI,34,10,7,7,1
2005,17,REG,2006-01-01,PHI,WAS,20,31,8,8,1
2005,17,REG,2006-01-01,DAL,LA,10,20,8,8,0
2005,18,WC,2006-01-07,TB,WAS,10,17,6,6,0
2005,18,WC,2006-01-07,NE,JAX,28,3,6,6,0
2005,18,WC,2006-01-08,NYG,CAR,0,23,8,7,0
2005,18,WC,2006-01-08,CIN,PIT,17,31,7,7,1
2005,19,DIV,2006-01-14,SEA,WAS,20,10,13,7,0
2005,19,DIV,2006-01-14,DEN,NE,27,13,14,7,0
2005,19,DIV,2006-01-15,IND,PIT,18,21,14,7,0
2005,19,DIV,2006-01-15,CHI,CAR,21,29,14,7,0
2005,20,CON,2006-01-22,DEN,PIT,17,34,8,7,0
2005,20,CON,2006-01-22,SEA,CAR,34,14,8,7,0
2005,21,SB,2006-02-05,PIT,SEA,21,10,14,14,0
2006,1,REG,2006-09-07,PIT,MIA,28,17,7,7,0
2006,1,REG,2006-09-10,CAR,ATL,6,20,7,7,1
2006,1,REG,2006-09-10,CLE,NO,14,19,7,7,0
2006,1,REG,2006-09-10,DET,SEA,6,9,7,7,0
2006,1,REG,2006-09-10,HOU,PHI,10,24,7,7,0
2006,1,REG,2006-09-10,KC,CIN,10,23,7,7,0
2006,1,REG,2006-09-10,NE,BUF,19,17,7,7,1
2006,1,REG,2006-09-10,LA,DEN,18,10,7,7,0
2006,1,REG,2006-09-10,TB,BAL,0,27,7,7,0
2006,1,REG,2006-09-10,TEN,NYJ,16,23,7,7,0
2006,1,REG,2006-09-10,ARI,SF,34,27,7,7,1
2006,1,REG,2006-09-10,GB,CHI,0,26,7,7,1
2006,1,REG,2006-09-10,JAX,DAL,24,17,7,7,0
2006,1,REG,2006-09-10,NYG,IND,21,26,7,7,0
2006,1,REG,2006-09-11,WAS,MIN,16,19,7,7,0
2006,1,REG,2006-09-11,LV,LAC,0,27,7,7,1
2006,2,REG,2006-09-17,ATL,TB,14,3,7,7,1
2006,2,REG,2006-09-17,BAL,LV,28,6,7,6,0
2006,2,REG,2006-09-17,CHI,DET,34,7,7,7,1
2006,2,REG,2006-09-17,CIN,CLE,34,17,7,7,1
2006,2,REG,2006-09-17,GB,NO,27,34,7,7,0
2006,2,REG,2006-09-17,IND,HOU,43,24,7,7,1
2006,2,REG,2006-09-17,MIA,BUF,6,16,10,7,1
2006,2,REG,2006-09-17,MIN,CAR,16,13,6,7,0
2006,2,REG,2006-09-17,PHI,NYG,24,30,7,7,1
2006,2,REG,2006-09-17,SEA,ARI,21,10,7,7,1
2006,2,REG,2006-09-17,SF,LA,20,13,7,7,1
2006,2,REG,2006-09-17,DEN,KC,9,6,7,7,1
2006,2,REG,2006-09-17,NYJ,NE,17,24,7,7,1
2006,2,REG,2006-09-17,LAC,TEN,40,7,6,7,0
2006,2,REG,2006-09-17,DAL,WAS,27,10,7,6,1
2006,2,REG,2006-09-18,JAX,PIT,9,0,8,11,0
2006,3,REG,2006-09-24,BUF,NYJ,20,28,7,7,1
2006,3,REG,2006-09-24,DET,GB,24,31,7,7,1
2006,3,REG,2006-09-24,HOU,WAS,15,31,7,7,0
2006,3,REG,2006-09-24,IND,JAX,21,14,7,6,1
2006,3,REG,2006-09-24,MIA,TEN,13,10,7,7,0
2006,3,REG,2006-09-24,MIN,CHI,16,19,7,7,1
2006,3,REG,2006-09-24,PIT,CIN,20,28,6,7,1
2006,3,REG,2006-09-24,TB,CAR,24,26,7,7,1
2006,3,REG,2006-09-24,CLE,BAL,14,15,7,7,1
2006,3,REG,2006-09-24,ARI,LA,14,16,7,7,1
2006,3,REG,2006-09-24,SEA,NYG,42,30,7,7,0
2006,3,REG,2006-09-24,SF,PHI,24,38,7,7,0
2006,3,REG,2006-09-24,NE,DEN,7,17,7,7,0
2006,3,REG,2006-09-25,NO,ATL,23,3,8,8,1
2006,4,REG,2006-10-01,ATL,ARI,32,10,6,7,0
2006,4,REG,2006-10-01,BAL,LAC,16,13,7,14,0
2006,4,REG,2006-10-01,BUF,MIN,17,12,7,7,0
2006,4,REG,2006-10-01,CAR,NO,21,18,7,6,1
2006,4,REG,2006-10-01,HOU,MIA,17,15,7,7,0
2006,4,REG,2006-10-01,KC,SF,41,0,14,7,0
2006,4,REG,2006-10-01,NYJ,IND,28,31,7,7,0
2006,4,REG,2006-10-01,TEN,DAL,14,45,7,14,0
2006,4,REG,2006-10-01,LA,DET,41,34,7,7,0
2006,4,REG,2006-10-01,CIN,NE,13,38,7,7,0
2006,4,REG,2006-10-01,LV,CLE,21,24,14,7,0
2006,4,REG,2006-10-01,WAS,JAX,36,30,7,7,0
2006,4,REG,2006-10-01,CHI,SEA,37,6,7,7,0
2006,4,REG,2006-10-02,PHI,GB,31,9,8,8,0
2006,5,REG,2006-10-08,CAR,CLE,20,12,7,7,0
2006,5,REG,2006-10-08,CHI,BUF,40,7,7,7,0
2006,5,REG,2006-10-08,GB,LA,20,23,6,7,0
2006,5,REG,2006-10-08,IND,TEN,14,13,7,7,1
2006,5,REG,2006-10-08,MIN,DET,26,17,7,7,1
2006,5,REG,2006-10-08,NE,MIA,20,10,7,7,1
2006,5,REG,2006-10-08,NO,TB,24,21,7,14,1
2006,5,REG,2006-10-08,NYG,WAS,19,3,14,7,1
2006,5,REG,2006-10-08,ARI,KC,20,23,7,7,0
2006,5,REG,2006-10-08,JAX,NYJ,41,0,7,7,0
2006,5,REG,2006-10-08,SF,LV,34,20,7,7,0
2006,5,REG,2006-10-08,PHI,DAL,38,24,6,7,1
2006,5,REG,2006-10-08,LAC,PIT,23,13,7,14,0
2006,5,REG,2006-10-09,DEN,BAL,13,3,15,8,0
2006,6,REG,2006-10-15,ATL,NYG,14,27,14,7,0
2006,6,REG,2006-10-15,BAL,CAR,21,23,6,7,0
2006,6,REG,2006-10-15,DAL,HOU,34,6,7,14,0
2006,6,REG,2006-10-15,DET,BUF,20,17,7,7,0
2006,6,REG,2006-10-15,NO,PHI,27,24,7,7,0
2006,6,REG,2006-10-15,LA,SEA,28,30,7,14,1
2006,6,REG,2006-10-15,TB,CIN,14,13,7,14,0
2006,6,REG,2006-10-15,WAS,TEN,22,25,7,7,0
2006,6,REG,2006-10-15,NYJ,MIA,20,17,7,7,1
2006,6,REG,2006-10-15,PIT,KC,45,7,7,7,0
2006,6,REG,2006-10-15,SF,LAC,19,48,7,7,0
2006,6,REG,2006-10-15,DEN,LV,13,3,6,7,1
2006,6,REG,2006-10-16,ARI,CHI,23,24,8,8,0
2006,7,REG,2006-10-22,ATL,PIT,41,38,7,7,0
2006,7,REG,2006-10-22,BUF,NE,6,28,7,14,1
2006,7,REG,2006-10-22,CIN,CAR,17,14,7,7,0
2006,7,REG,2006-10-22,HOU,JAX,27,7,7,14,1
2006,7,REG,2006-10-22,KC,LAC,30,27,7,7,1
2006,7,REG,2006-10-22,MIA,GB,24,34,7,14,0
2006,7,REG,2006-10-22,NYJ,DET,31,24,7,7,0
2006,7,REG,2006-10-22,TB,PHI,23,21,7,7,0
2006,7,REG,2006-10-22,CLE,DEN,7,17,14,7,0
2006,7,REG,2006-10-22,IND,WAS,36,22,14,7,0
2006,7,REG,2006-10-22,LV,ARI,22,9,7,6,0
2006,7,REG,2006-10-22,SEA,MIN,13,31,7,14,0
2006,7,REG,2006-10-23,DAL,NYG,22,36,8,8,1
2006,8,REG,2006-10-29,CHI,SF,41,10,13,14,0
2006,8,REG,2006-10-29,CIN,ATL,27,29,7,7,0
2006,8,REG,2006-10-29,GB,ARI,31,14,7,7,0
2006,8,REG,2006-10-29,KC,SEA,35,28,7,7,0
2006,8,REG,2006-10-29,NO,BAL,22,35,14,14,0
2006,8,REG,2006-10-29,NYG,TB,17,3,6,7,0
2006,8,REG,2006-10-29,PHI,JAX,6,13,7,7,0
2006,8,REG,2006-10-29,TEN,HOU,28,22,14,7,1
2006,8,REG,2006-10-29,LAC,LA,38,24,7,14,0
2006,8,REG,2006-10-29,CLE,NYJ,20,13,7,7,0
2006,8,REG,2006-10-29,DEN,IND,31,34,7,7,0
2006,8,REG,2006-10-29,LV,PIT,20,13,7,7,0
2006,8,REG,2006-10-29,CAR,DAL,14,35,7,6,0
2006,8,REG,2006-10-30,MIN,NE,7,31,8,8,0
2006,9,REG,2006-11-05,BAL,CIN,26,20,7,7,1
2006,9,REG,2006-11-05,BUF,GB,24,10,14,7,0
2006,9,REG,2006-11-05,CHI,MIA,13,31,7,14,0
2006,9,REG,2006-11-05,DET,ATL,30,14,14,7,0
2006,9,REG,2006-11-05,JAX,TEN,37,7,7,7,1
2006,9,REG,2006-11-05,NYG,HOU,14,10,7,7,0
2006,9,REG,2006-11-05,LA,KC,17,31,7,7,0
2006,9,REG,2006-11-05,TB,NO,14,31,7,7,1
2006,9,REG,2006-11-05,WAS,DAL,22,19,14,7,1
2006,9,REG,2006-11-05,SF,MIN,9,3,7,6,0
2006,9,REG,2006-11-05,PIT,DEN,20,31,7,7,0
2006,9,REG,2006-11-05,LAC,CLE,32,25,7,7,0
2006,9,REG,2006-11-05,NE,IND,20,27,6,7,0
2006,9,REG,2006-11-06,SEA,LV,16,0,8,8,0
2006,10,REG,2006-11-12,ATL,CLE,13,17,7,7,0
2006,10,REG,2006-11-12,CIN,LAC,41,49,7,7,0
2006,10,REG,2006-11-12,DET,SF,13,19,7,7,0
2006,10,REG,2006-11-12,IND,BUF,17,16,7,7,0
2006,10,REG,2006-11-12,JAX,HOU,10,13,7,7,1
2006,10,REG,2006-11-12,MIA,KC,13,10,7,7,0
2006,10,REG,2006-11-12,MIN,GB,17,23,7,7,1
2006,10,REG,2006-11-12,NE,NYJ,14,17,7,14,1
2006,10,REG,2006-11-12,PHI,WAS,27,3,14,7,1
2006,10,REG,2006-11-12,TEN,BAL,26,27,7,7,0
2006,10,REG,2006-11-12,LV,DEN,13,17,6,7,1
2006,10,REG,2006-11-12,ARI,DAL,10,27,14,7,0
2006,10,REG,2006-11-12,PIT,NO,38,31,7,7,0
2006,10,REG,2006-11-12,SEA,LA,24,22,6,7,1
2006,10,REG,2006-11-12,NYG,CHI,20,38,7,7,0
2006,10,REG,2006-11-13,CAR,TB,24,10,15,8,1
2006,11,REG,2006-11-19,BAL,ATL,24,10,7,7,0
2006,11,REG,2006-11-19,CAR,LA,15,0,6,7,0
2006,11,REG,2006-11-19,CLE,PIT,20,24,7,7,1
2006,11,REG,2006-11-19,GB,NE,0,35,7,7,0
2006,11,REG,2006-11-19,HOU,BUF,21,24,7,7,0
2006,11,REG,2006-11-19,KC,LV,17,13,7,7,1
2006,11,REG,2006-11-19,MIA,MIN,24,20,7,7,0
2006,11,REG,2006-11-19,NO,CIN,16,31,7,7,0
2006,11,REG,2006-11-19,NYJ,CHI,0,10,7,7,0
2006,11,REG,2006-11-19,PHI,TEN,13,31,7,7,0
2006,11,REG,2006-11-19,TB,WAS,20,17,6,7,0
2006,11,REG,2006-11-19,ARI,DET,17,10,7,7,0
2006,11,REG,2006-11-19,SF,SEA,20,14,7,7,1
2006,11,REG,2006-11-19,DAL,IND,21,14,7,7,0
2006,11,REG,2006-11-19,DEN,LAC,27,35,7,7,1
2006,11,REG,2006-11-20,JAX,NYG,26,10,8,8,0
2006,12,REG,2006-11-23,DET,MIA,10,27,4,4,0
2006,12,REG,2006-11-23,DAL,TB,38,10,4,4,0
2006,12,REG,2006-11-23,KC,DEN,19,10,4,4,1
2006,12,REG,2006-11-26,ATL,NO,13,31,7,7,1
2006,12,REG,2006-11-26,BAL,PIT,27,0,7,7,1
2006,12,REG,2006-11-26,BUF,JAX,27,24,7,6,0
2006,12,REG,2006-11-26,CLE,CIN,0,30,7,7,1
2006,12,REG,2006-11-26,MIN,ARI,31,26,7,7,0
2006,12,REG,2006-11-26,NYJ,HOU,26,11,7,7,0
2006,12,REG,2006-11-26,LA,SF,20,17,7,7,1
2006,12,REG,2006-11-26,WAS,CAR,17,13,7,7,0
2006,12,REG,2006-11-26,LAC,LV,21,14,7,7,1
2006,12,REG,2006-11-26,NE,CHI,17,13,7,7,0
2006,12,REG,2006-11-26,TEN,NYG,24,21,7,6,0
2006,12,REG,2006-11-26,IND,PHI,45,21,7,7,0
2006,12,REG,2006-11-27,SEA,GB,34,24,8,8,0
2006,13,REG,2006-11-30,CIN,BAL,13,7,4,4,1
2006,13,REG,2006-12-03,BUF,LAC,21,24,7,7,0
2006,13,REG,2006-12-03,CHI,MIN,23,13,7,7,1
2006,13,REG,2006-12-03,CLE,KC,31,28,7,10,0
2006,13,REG,2006-12-03,GB,NYJ,10,38,6,7,0
2006,13,REG,2006-12-03,NE,DET,28,21,7,10,0
2006,13,REG,2006-12-03,NO,SF,34,10,7,7,0
2006,13,REG,2006-12-03,LA,ARI,20,34,7,7,1
2006,13,REG,2006-12-03,TEN,IND,20,17,7,7,1
2006,13,REG,2006-12-03,WAS,ATL,14,24,7,7,0
2006,13,REG,2006-12-03,MIA,JAX,10,24,10,7,0
2006,13,REG,2006-12-03,LV,HOU,14,23,7,7,0
2006,13,REG,2006-12-03,NYG,DAL,20,23,7,10,1
2006,13,REG,2006-12-03,PIT,TB,20,3,7,10,0
2006,13,REG,2006-12-03,DEN,SEA,20,23,10,6,0
2006,13,REG,2006-12-04,PHI,CAR,27,24,8,8,0
2006,14,REG,2006-12-07,PIT,CLE,27,7,4,4,1
2006,14,REG,2006-12-10,CAR,NYG,13,27,6,7,0
2006,14,REG,2006-12-10,CIN,LV,27,10,10,7,0
2006,14,REG,2006-12-10,DET,MIN,20,30,7,7,1
2006,14,REG,2006-12-10,HOU,TEN,20,26,7,7,1
2006,14,REG,2006-12-10,JAX,IND,44,17,7,7,1
2006,14,REG,2006-12-10,KC,BAL,10,20,7,10,0
2006,14,REG,2006-12-10,MIA,NE,21,0,7,7,1
2006,14,REG,2006-12-10,TB,ATL,6,17,7,7,1
2006,14,REG,2006-12-10,WAS,PHI,19,21,7,6,1
2006,14,REG,2006-12-10,ARI,SEA,27,21,7,7,1
2006,14,REG,2006-12-10,SF,GB,19,30,7,7,0
2006,14,REG,2006-12-10,NYJ,BUF,13,31,7,7,1
2006,14,REG,2006-12-10,LAC,DEN,48,20,7,7,1
2006,14,REG,2006-12-10,DAL,NO,17,42,7,7,0
2006,14,REG,2006-12-11,LA,CHI,27,42,8,8,0
2006,15,REG,2006-12-14,SEA,SF,14,24,4,4,1
2006,15,REG,2006-12-16,ATL,DAL,28,38,6,6,0
2006,15,REG,2006-12-17,BAL,CLE,27,17,7,10,1
2006,15,REG,2006-12-17,BUF,MIA,21,0,7,7,1
2006,15,REG,2006-12-17,CAR,PIT,3,37,7,10,0
2006,15,REG,2006-12-17,CHI,TB,34,31,6,7,0
2006,15,REG,2006-12-17,GB,DET,17,9,7,7,1
2006,15,REG,2006-12-17,MIN,NYJ,13,26,7,7,0
2006,15,REG,2006-12-17,NE,HOU,40,7,7,7,0
2006,15,REG,2006-12-17,NO,WAS,10,16,7,7,0
2006,15,REG,2006-12-17,TEN,JAX,24,17,7,7,1
2006,15,REG,2006-12-17,ARI,DEN,20,37,7,7,0
2006,15,REG,2006-12-17,NYG,PHI,22,36,7,7,1
2006,15,REG,2006-12-17,LV,LA,0,20,7,6,0
2006,15,REG,2006-12-17,LAC,KC,20,9,7,7,1
2006,15,REG,2006-12-18,IND,CIN,34,16,8,8,0
2006,16,REG,2006-12-21,GB,MIN,9,7,4,4,1
2006,16,REG,2006-12-23,LV,KC,9,20,6,6,1
2006,16,REG,2006-12-24,ATL,CAR,3,10,8,7,1
2006,16,REG,2006-12-24,BUF,TEN,29,30,7,7,0
2006,16,REG,2006-12-24,CLE,TB,7,22,7,7,0
2006,16,REG,2006-12-24,DET,CHI,21,26,7,7,1
2006,16,REG,2006-12-24,HOU,IND,27,24,7,6,1
2006,16,REG,2006-12-24,JAX,NE,21,24,7,7,0
2006,16,REG,2006-12-24,NYG,NO,7,30,7,7,0
2006,16,REG,2006-12-24,PIT,BAL,7,31,7,7,1
2006,16,REG,2006-12-24,LA,WAS,37,31,7,7,0
2006,16,REG,2006-12-24,SF,ARI,20,26,10,7,1
2006,16,REG,2006-12-24,DEN,CIN,24,23,7,6,0
2006,16,REG,2006-12-24,SEA,LAC,17,20,10,7,0
2006,16,REG,2006-12-25,DAL,PHI,7,23,9,8,1
2006,16,REG,2006-12-25,MIA,NYJ,10,13,8,8,1
2006,17,REG,2006-12-30,WAS,NYG,28,34,6,6,1
2006,17,REG,2006-12-31,CIN,PIT,17,23,7,7,1
2006,17,REG,2006-12-31,DAL,DET,31,39,6,7,0
2006,17,REG,2006-12-31,HOU,CLE,14,6,7,7,0
2006,17,REG,2006-12-31,KC,JAX,35,30,8,7,0
2006,17,REG,2006-12-31,MIN,LA,21,41,10,7,0
2006,17,REG,2006-12-31,NO,CAR,21,31,7,7,1
2006,17,REG,2006-12-31,NYJ,LV,23,3,6,8,0
2006,17,REG,2006-12-31,TB,SEA,7,23,7,7,0
2006,17,REG,2006-12-31,TEN,NE,23,40,7,7,0
